etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,162,478,404,359,re_2021_06_13_184451_001.png,960,540
linea_carril,256,482,445,347,re_2021_06_13_184451_001.png,960,540
linea_carril,711,474,513,346,re_2021_06_13_184451_001.png,960,540
linea_carril,950,419,642,363,re_2021_06_13_184451_001.png,960,540
linea_carril,958,379,699,357,re_2021_06_13_184451_001.png,960,540
borde_derecho,956,363,672,348,re_2021_06_13_184451_001.png,960,540
borde_izquierdo,166,478,361,382,re_2021_06_13_184451_002.png,960,540
borde_derecho,956,362,688,350,re_2021_06_13_184451_002.png,960,540
linea_carril,956,377,807,367,re_2021_06_13_184451_002.png,960,540
linea_carril,687,373,951,423,re_2021_06_13_184451_002.png,960,540
linea_carril,514,348,708,471,re_2021_06_13_184451_002.png,960,540
linea_carril,243,485,436,354,re_2021_06_13_184451_002.png,960,540
borde_izquierdo,141,473,408,355,re_2021_06_13_184451_003.png,960,540
borde_derecho,956,368,705,354,re_2021_06_13_184451_003.png,960,540
linea_carril,239,482,422,359,re_2021_06_13_184451_003.png,960,540
linea_carril,529,360,689,473,re_2021_06_13_184451_003.png,960,540
linea_carril,948,427,605,357,re_2021_06_13_184451_003.png,960,540
linea_carril,957,386,704,361,re_2021_06_13_184451_003.png,960,540
borde_izquierdo,119,460,390,360,re_2021_06_13_184451_004.png,960,540
borde_derecho,956,371,733,355,re_2021_06_13_184451_004.png,960,540
linea_carril,956,385,728,362,re_2021_06_13_184451_004.png,960,540
linea_carril,590,351,921,433,re_2021_06_13_184451_004.png,960,540
linea_carril,525,363,649,472,re_2021_06_13_184451_004.png,960,540
linea_carril,173,479,408,365,re_2021_06_13_184451_004.png,960,540
borde_izquierdo,116,457,397,353,re_2021_06_13_184451_005.png,960,540
linea_carril,172,480,427,355,re_2021_06_13_184451_005.png,960,540
linea_carril,634,471,529,357,re_2021_06_13_184451_005.png,960,540
linea_carril,936,430,623,360,re_2021_06_13_184451_005.png,960,540
linea_carril,956,386,821,373,re_2021_06_13_184451_005.png,960,540
borde_derecho,953,369,834,364,re_2021_06_13_184451_005.png,960,540
borde_izquierdo,127,458,382,361,re_2021_06_13_184451_006.png,960,540
