etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,78,480,438,358,2019_12_08_193204_056_resized.png,960,540
borde_derecho,953,390,632,359,2019_12_08_193204_056_resized.png,960,540
linea_carril,261,494,457,362,2019_12_08_193204_056_resized.png,960,540
linea_carril,730,486,514,355,2019_12_08_193204_056_resized.png,960,540
linea_carril,927,426,612,365,2019_12_08_193204_056_resized.png,960,540
borde_izquierdo,68,491,430,365,2019_12_08_193204_057_resized.png,960,540
borde_derecho,956,389,653,364,2019_12_08_193204_057_resized.png,960,540
linea_carril,265,498,450,371,2019_12_08_193204_057_resized.png,960,540
linea_carril,707,484,519,361,2019_12_08_193204_057_resized.png,960,540
linea_carril,909,421,611,368,2019_12_08_193204_057_resized.png,960,540
borde_izquierdo,68,494,432,361,2019_12_08_193204_058_resized.png,960,540
borde_derecho,956,390,653,361,2019_12_08_193204_058_resized.png,960,540
linea_carril,266,495,457,362,2019_12_08_193204_058_resized.png,960,540
linea_carril,717,485,514,353,2019_12_08_193204_058_resized.png,960,540
linea_carril,914,422,583,357,2019_12_08_193204_058_resized.png,960,540
borde_izquierdo,70,489,427,363,2019_12_08_193204_059_resized.png,960,540
borde_derecho,953,386,605,355,2019_12_08_193204_059_resized.png,960,540
linea_carril,260,495,451,365,2019_12_08_193204_059_resized.png,960,540
linea_carril,713,482,509,355,2019_12_08_193204_059_resized.png,960,540
linea_carril,895,421,560,357,2019_12_08_193204_059_resized.png,960,540
borde_izquierdo,3,414,358,365,2019_12_08_214417_001_resized.png,960,540
borde_derecho,959,385,672,354,2019_12_08_214417_001_resized.png,960,540
linea_carril,6,429,370,368,2019_12_08_214417_001_resized.png,960,540
linea_carril,289,497,470,358,2019_12_08_214417_001_resized.png,960,540
linea_carril,754,485,523,357,2019_12_08_214417_001_resized.png,960,540
linea_carril,866,411,605,364,2019_12_08_214417_001_resized.png,960,540
borde_izquierdo,4,420,337,364,2019_12_08_214417_002_resized.png,960,540
borde_derecho,958,381,678,353,2019_12_08_214417_002_resized.png,960,540
linea_carril,5,432,364,368,2019_12_08_214417_002_resized.png,960,540
linea_carril,278,503,467,362,2019_12_08_214417_002_resized.png,960,540
linea_carril,752,480,536,364,2019_12_08_214417_002_resized.png,960,540
linea_carril,888,417,606,364,2019_12_08_214417_002_resized.png,960,540
borde_izquierdo,4,409,334,365,2019_12_08_214417_003_resized.png,960,540
borde_derecho,936,401,633,358,2019_12_08_214417_003_resized.png,960,540
linea_carril,4,429,351,369,2019_12_08_214417_003_resized.png,960,540
linea_carril,304,493,462,365,2019_12_08_214417_003_resized.png,960,540
linea_carril,766,480,537,365,2019_12_08_214417_003_resized.png,960,540
linea_carril,900,421,591,362,2019_12_08_214417_003_resized.png,960,540
borde_izquierdo,4,400,344,365,2019_12_08_214417_004_resized.png,960,540
borde_derecho,939,395,648,364,2019_12_08_214417_004_resized.png,960,540
linea_carril,3,421,326,376,2019_12_08_214417_004_resized.png,960,540
linea_carril,286,502,460,362,2019_12_08_214417_004_resized.png,960,540
linea_carril,753,484,518,358,2019_12_08_214417_004_resized.png,960,540
linea_carril,891,420,603,365,2019_12_08_214417_004_resized.png,960,540
borde_izquierdo,2,402,340,365,2019_12_08_214417_005_resized.png,960,540
borde_derecho,905,395,615,359,2019_12_08_214417_005_resized.png,960,540
linea_carril,4,424,337,373,2019_12_08_214417_005_resized.png,960,540
linea_carril,266,501,461,360,2019_12_08_214417_005_resized.png,960,540
linea_carril,729,482,521,360,2019_12_08_214417_005_resized.png,960,540
linea_carril,879,420,606,364,2019_12_08_214417_005_resized.png,960,540
borde_izquierdo,3,396,321,368,2019_12_08_214417_006_resized.png,960,540
borde_derecho,929,404,641,365,2019_12_08_214417_006_resized.png,960,540
linea_carril,3,417,337,372,2019_12_08_214417_006_resized.png,960,540
linea_carril,263,497,454,367,2019_12_08_214417_006_resized.png,960,540
linea_carril,728,483,528,367,2019_12_08_214417_006_resized.png,960,540
linea_carril,925,423,617,369,2019_12_08_214417_006_resized.png,960,540
borde_izquierdo,1,405,344,366,2019_12_08_214417_007_resized.png,960,540
borde_derecho,940,406,651,366,2019_12_08_214417_007_resized.png,960,540
linea_carril,4,427,337,374,2019_12_08_214417_007_resized.png,960,540
linea_carril,261,497,454,362,2019_12_08_214417_007_resized.png,960,540
linea_carril,727,488,525,362,2019_12_08_214417_007_resized.png,960,540
linea_carril,933,424,627,370,2019_12_08_214417_007_resized.png,960,540
