etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,1,416,364,364,2019_10_26_120345_051_resized.png,960,540
borde_derecho,953,403,586,374,2019_10_26_120345_051_resized.png,960,540
linea_carril,299,489,418,367,2019_10_26_120345_051_resized.png,960,540
linea_carril,727,502,467,367,2019_10_26_120345_051_resized.png,960,540
linea_carril,942,429,581,383,2019_10_26_120345_051_resized.png,960,540
linea_carril,4,427,282,383,2019_10_26_120345_051_resized.png,960,540
borde_izquierdo,1,413,355,364,2019_10_26_120345_052_resized.png,960,540
borde_derecho,957,406,595,373,2019_10_26_120345_052_resized.png,960,540
linea_carril,256,493,415,370,2019_10_26_120345_052_resized.png,960,540
linea_carril,711,513,478,376,2019_10_26_120345_052_resized.png,960,540
linea_carril,935,434,595,386,2019_10_26_120345_052_resized.png,960,540
linea_carril,2,424,308,378,2019_10_26_120345_052_resized.png,960,540
borde_izquierdo,3,413,341,367,2019_10_26_120345_053_resized.png,960,540
borde_derecho,960,408,604,375,2019_10_26_120345_053_resized.png,960,540
linea_carril,259,491,417,369,2019_10_26_120345_053_resized.png,960,540
linea_carril,718,517,479,373,2019_10_26_120345_053_resized.png,960,540
linea_carril,942,437,605,386,2019_10_26_120345_053_resized.png,960,540
linea_carril,2,420,300,379,2019_10_26_120345_053_resized.png,960,540
borde_izquierdo,1,414,322,368,2019_10_26_120345_054_resized.png,960,540
borde_derecho,958,410,578,371,2019_10_26_120345_054_resized.png,960,540
linea_carril,268,493,416,369,2019_10_26_120345_054_resized.png,960,540
linea_carril,699,518,478,373,2019_10_26_120345_054_resized.png,960,540
linea_carril,936,435,577,383,2019_10_26_120345_054_resized.png,960,540
linea_carril,3,423,276,383,2019_10_26_120345_054_resized.png,960,540
borde_izquierdo,3,401,345,365,2019_10_26_120345_055_resized.png,960,540
borde_derecho,958,414,582,379,2019_10_26_120345_055_resized.png,960,540
linea_carril,235,488,397,384,2019_10_26_120345_055_resized.png,960,540
linea_carril,707,519,490,386,2019_10_26_120345_055_resized.png,960,540
linea_carril,932,441,579,386,2019_10_26_120345_055_resized.png,960,540
linea_carril,1,417,333,373,2019_10_26_120345_055_resized.png,960,540
borde_izquierdo,1,404,322,367,2019_10_26_120345_056_resized.png,960,540
borde_derecho,952,415,583,376,2019_10_26_120345_056_resized.png,960,540
linea_carril,220,489,405,377,2019_10_26_120345_056_resized.png,960,540
linea_carril,678,515,485,378,2019_10_26_120345_056_resized.png,960,540
linea_carril,925,443,575,386,2019_10_26_120345_056_resized.png,960,540
linea_carril,4,414,315,374,2019_10_26_120345_056_resized.png,960,540
borde_izquierdo,4,401,311,368,2019_10_26_120345_057_resized.png,960,540
borde_derecho,956,414,628,383,2019_10_26_120345_057_resized.png,960,540
linea_carril,215,484,409,377,2019_10_26_120345_057_resized.png,960,540
linea_carril,672,515,497,383,2019_10_26_120345_057_resized.png,960,540
linea_carril,922,445,613,393,2019_10_26_120345_057_resized.png,960,540
linea_carril,3,412,318,373,2019_10_26_120345_057_resized.png,960,540
borde_izquierdo,2,401,340,366,2019_10_26_120345_058_resized.png,960,540
borde_derecho,951,420,619,377,2019_10_26_120345_058_resized.png,960,540
linea_carril,212,487,425,373,2019_10_26_120345_058_resized.png,960,540
linea_carril,678,515,508,386,2019_10_26_120345_058_resized.png,960,540
linea_carril,919,446,613,390,2019_10_26_120345_058_resized.png,960,540
linea_carril,5,413,321,375,2019_10_26_120345_058_resized.png,960,540
borde_izquierdo,4,401,327,371,2019_10_26_120345_059_resized.png,960,540
borde_derecho,955,425,623,379,2019_10_26_120345_059_resized.png,960,540
linea_carril,2,412,307,377,2019_10_26_120345_059_resized.png,960,540
linea_carril,228,491,408,382,2019_10_26_120345_059_resized.png,960,540
linea_carril,676,514,503,385,2019_10_26_120345_059_resized.png,960,540
linea_carril,915,447,612,387,2019_10_26_120345_059_resized.png,960,540
borde_izquierdo,2,397,324,369,2019_10_26_120345_060_resized.png,960,540
borde_derecho,958,423,627,380,2019_10_26_120345_060_resized.png,960,540
linea_carril,215,489,384,385,2019_10_26_120345_060_resized.png,960,540
linea_carril,651,512,500,387,2019_10_26_120345_060_resized.png,960,540
linea_carril,3,410,281,377,2019_10_26_120345_060_resized.png,960,540
linea_carril,920,448,626,394,2019_10_26_120345_060_resized.png,960,540
borde_izquierdo,0,403,335,368,2019_10_26_120345_061_resized.png,960,540
borde_derecho,954,420,631,383,2019_10_26_120345_061_resized.png,960,540
linea_carril,4,413,312,377,2019_10_26_120345_061_resized.png,960,540
linea_carril,215,487,397,383,2019_10_26_120345_061_resized.png,960,540
linea_carril,628,508,503,392,2019_10_26_120345_061_resized.png,960,540
linea_carril,916,449,630,397,2019_10_26_120345_061_resized.png,960,540
borde_izquierdo,2,397,317,369,2019_10_26_120345_062_resized.png,960,540
borde_derecho,952,418,592,372,2019_10_26_120345_062_resized.png,960,540
linea_carril,229,491,379,393,2019_10_26_120345_062_resized.png,960,540
linea_carril,659,510,509,390,2019_10_26_120345_062_resized.png,960,540
linea_carril,1,408,275,380,2019_10_26_120345_062_resized.png,960,540
linea_carril,948,443,592,383,2019_10_26_120345_062_resized.png,960,540
borde_izquierdo,4,403,311,372,2019_10_26_120345_063_resized.png,960,540
borde_derecho,953,419,602,374,2019_10_26_120345_063_resized.png,960,540
linea_carril,4,411,279,379,2019_10_26_120345_063_resized.png,960,540
linea_carril,240,491,388,390,2019_10_26_120345_063_resized.png,960,540
linea_carril,685,514,524,400,2019_10_26_120345_063_resized.png,960,540
linea_carril,920,448,602,386,2019_10_26_120345_063_resized.png,960,540
borde_izquierdo,3,401,358,367,2019_10_26_120345_064_resized.png,960,540
borde_derecho,932,418,595,372,2019_10_26_120345_064_resized.png,960,540
linea_carril,4,410,303,376,2019_10_26_120345_064_resized.png,960,540
linea_carril,214,482,390,388,2019_10_26_120345_064_resized.png,960,540
linea_carril,641,509,503,389,2019_10_26_120345_064_resized.png,960,540
linea_carril,922,446,589,386,2019_10_26_120345_064_resized.png,960,540
borde_izquierdo,3,412,272,376,2019_10_26_121147_001_resized.png,960,540
borde_derecho,949,400,594,375,2019_10_26_121147_001_resized.png,960,540
linea_carril,297,494,388,386,2019_10_26_121147_001_resized.png,960,540
linea_carril,812,519,517,400,2019_10_26_121147_001_resized.png,960,540
linea_carril,949,426,591,383,2019_10_26_121147_001_resized.png,960,540
linea_carril,4,431,256,385,2019_10_26_121147_001_resized.png,960,540
borde_izquierdo,3,415,270,376,2019_10_26_121147_002_resized.png,960,540
borde_derecho,958,399,581,372,2019_10_26_121147_002_resized.png,960,540
linea_carril,3,431,246,387,2019_10_26_121147_002_resized.png,960,540
linea_carril,296,494,390,385,2019_10_26_121147_002_resized.png,960,540
linea_carril,801,516,488,387,2019_10_26_121147_002_resized.png,960,540
linea_carril,949,424,603,385,2019_10_26_121147_002_resized.png,960,540
borde_izquierdo,2,415,272,375,2019_10_26_121147_003_resized.png,960,540
borde_derecho,956,398,623,373,2019_10_26_121147_003_resized.png,960,540
linea_carril,4,427,274,383,2019_10_26_121147_003_resized.png,960,540
linea_carril,311,511,391,391,2019_10_26_121147_003_resized.png,960,540
linea_carril,771,521,526,400,2019_10_26_121147_003_resized.png,960,540
linea_carril,956,422,625,386,2019_10_26_121147_003_resized.png,960,540
borde_izquierdo,2,413,256,381,2019_10_26_121147_004_resized.png,960,540
borde_derecho,956,401,603,373,2019_10_26_121147_004_resized.png,960,540
linea_carril,320,512,397,387,2019_10_26_121147_004_resized.png,960,540
linea_carril,806,515,519,392,2019_10_26_121147_004_resized.png,960,540
linea_carril,946,422,602,385,2019_10_26_121147_004_resized.png,960,540
linea_carril,3,431,265,387,2019_10_26_121147_004_resized.png,960,540
borde_izquierdo,2,407,258,376,2019_10_26_121147_005_resized.png,960,540
borde_derecho,956,402,600,373,2019_10_26_121147_005_resized.png,960,540
linea_carril,2,420,248,384,2019_10_26_121147_005_resized.png,960,540
linea_carril,293,495,386,387,2019_10_26_121147_005_resized.png,960,540
linea_carril,724,513,516,397,2019_10_26_121147_005_resized.png,960,540
linea_carril,949,427,594,386,2019_10_26_121147_005_resized.png,960,540
borde_izquierdo,1,406,277,374,2019_10_26_121147_006_resized.png,960,540
borde_derecho,956,399,602,373,2019_10_26_121147_006_resized.png,960,540
linea_carril,275,497,383,379,2019_10_26_121147_006_resized.png,960,540
linea_carril,734,512,498,389,2019_10_26_121147_006_resized.png,960,540
