etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,109,462,446,348,re_2021_04_24_174248_001.png,960,540
linea_emergencia,506,491,477,353,re_2021_04_24_174248_001.png,960,540
borde_derecho,959,363,673,353,re_2021_04_24_174248_001.png,960,540
linea_carril,226,490,455,351,re_2021_04_24_174248_001.png,960,540
linea_carril,694,483,497,351,re_2021_04_24_174248_001.png,960,540
linea_carril,940,426,566,357,re_2021_04_24_174248_001.png,960,540
linea_carril,959,380,642,358,re_2021_04_24_174248_001.png,960,540
borde_izquierdo,110,462,439,349,re_2021_04_24_174248_002.png,960,540
borde_derecho,958,364,690,353,re_2021_04_24_174248_002.png,960,540
linea_carril,226,492,443,356,re_2021_04_24_174248_002.png,960,540
linea_carril,697,488,503,353,re_2021_04_24_174248_002.png,960,540
linea_carril,589,362,948,424,re_2021_04_24_174248_002.png,960,540
linea_carril,637,358,956,378,re_2021_04_24_174248_002.png,960,540
linea_emergencia,506,495,481,348,re_2021_04_24_174248_002.png,960,540
borde_izquierdo,116,466,418,354,re_2021_04_24_174248_003.png,960,540
borde_derecho,957,360,671,349,re_2021_04_24_174248_003.png,960,540
linea_emergencia,521,494,480,344,re_2021_04_24_174248_003.png,960,540
linea_carril,254,492,459,344,re_2021_04_24_174248_003.png,960,540
linea_carril,716,482,497,344,re_2021_04_24_174248_003.png,960,540
linea_carril,950,422,619,367,re_2021_04_24_174248_003.png,960,540
linea_carril,702,360,958,378,re_2021_04_24_174248_003.png,960,540
borde_izquierdo,125,471,408,360,re_2021_04_24_174248_004.png,960,540
borde_derecho,957,362,703,353,re_2021_04_24_174248_004.png,960,540
linea_emergencia,517,496,480,347,re_2021_04_24_174248_004.png,960,540
linea_carril,262,489,441,357,re_2021_04_24_174248_004.png,960,540
linea_carril,512,357,718,480,re_2021_04_24_174248_004.png,960,540
linea_carril,953,422,578,359,re_2021_04_24_174248_004.png,960,540
linea_carril,956,380,665,357,re_2021_04_24_174248_004.png,960,540
borde_izquierdo,130,475,402,364,re_2021_04_24_174248_005.png,960,540
borde_derecho,958,362,689,349,re_2021_04_24_174248_005.png,960,540
linea_carril,285,492,448,351,re_2021_04_24_174248_005.png,960,540
linea_carril,506,350,729,481,re_2021_04_24_174248_005.png,960,540
linea_carril,569,354,941,423,re_2021_04_24_174248_005.png,960,540
linea_carril,657,356,957,377,re_2021_04_24_174248_005.png,960,540
linea_emergencia,515,499,482,353,re_2021_04_24_174248_005.png,960,540
borde_izquierdo,127,475,415,358,re_2021_04_24_174248_006.png,960,540
borde_derecho,960,364,711,357,re_2021_04_24_174248_006.png,960,540
linea_emergencia,497,491,474,344,re_2021_04_24_174248_006.png,960,540
linea_carril,258,489,443,355,re_2021_04_24_174248_006.png,960,540
linea_carril,709,484,494,349,re_2021_04_24_174248_006.png,960,540
linea_carril,573,359,931,428,re_2021_04_24_174248_006.png,960,540
linea_carril,663,364,958,381,re_2021_04_24_174248_006.png,960,540
borde_izquierdo,113,464,411,361,re_2021_04_24_174248_007.png,960,540
borde_derecho,958,362,704,357,re_2021_04_24_174248_007.png,960,540
linea_carril,236,490,427,368,re_2021_04_24_174248_007.png,960,540
linea_carril,502,355,697,481,re_2021_04_24_174248_007.png,960,540
linea_carril,585,363,937,421,re_2021_04_24_174248_007.png,960,540
linea_carril,674,362,957,378,re_2021_04_24_174248_007.png,960,540
linea_emergencia,480,493,475,346,re_2021_04_24_174248_007.png,960,540
borde_izquierdo,115,468,429,354,re_2021_04_24_174248_008.png,960,540
borde_derecho,956,360,701,355,re_2021_04_24_174248_008.png,960,540
linea_carril,247,486,446,357,re_2021_04_24_174248_008.png,960,540
linea_carril,700,481,495,350,re_2021_04_24_174248_008.png,960,540
linea_carril,944,425,555,356,re_2021_04_24_174248_008.png,960,540
linea_carril,617,358,960,380,re_2021_04_24_174248_008.png,960,540
linea_emergencia,480,489,475,349,re_2021_04_24_174248_008.png,960,540
borde_izquierdo,126,473,450,344,re_2021_04_24_174248_009.png,960,540
borde_derecho,956,362,681,350,re_2021_04_24_174248_009.png,960,540
linea_emergencia,498,490,478,336,re_2021_04_24_174248_009.png,960,540
linea_carril,261,489,451,351,re_2021_04_24_174248_009.png,960,540
linea_carril,495,346,714,478,re_2021_04_24_174248_009.png,960,540
linea_carril,567,353,910,417,re_2021_04_24_174248_009.png,960,540
linea_carril,628,353,955,378,re_2021_04_24_174248_009.png,960,540
borde_izquierdo,126,472,441,348,re_2021_04_24_174248_010.png,960,540
borde_derecho,954,358,662,349,re_2021_04_24_174248_010.png,960,540
linea_emergencia,494,480,475,341,re_2021_04_24_174248_010.png,960,540
linea_carril,257,488,446,354,re_2021_04_24_174248_010.png,960,540
linea_carril,498,350,700,471,re_2021_04_24_174248_010.png,960,540
linea_carril,574,356,948,419,re_2021_04_24_174248_010.png,960,540
linea_carril,641,357,957,379,re_2021_04_24_174248_010.png,960,540
borde_izquierdo,128,473,416,356,re_2021_04_24_174248_011.png,960,540
borde_derecho,663,348,958,354,re_2021_04_24_174248_011.png,960,540
linea_emergencia,490,487,475,343,re_2021_04_24_174248_011.png,960,540
linea_carril,246,490,454,346,re_2021_04_24_174248_011.png,960,540
linea_carril,498,348,709,480,re_2021_04_24_174248_011.png,960,540
linea_carril,949,425,580,355,re_2021_04_24_174248_011.png,960,540
linea_carril,637,353,958,374,re_2021_04_24_174248_011.png,960,540
borde_izquierdo,117,467,449,340,re_2021_04_24_174248_012.png,960,540
borde_derecho,953,365,619,346,re_2021_04_24_174248_012.png,960,540
linea_emergencia,491,486,476,334,re_2021_04_24_174248_012.png,960,540
linea_carril,242,492,459,342,re_2021_04_24_174248_012.png,960,540
linea_carril,491,342,712,478,re_2021_04_24_174248_012.png,960,540
