etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,4,418,302,378,2019_10_26_120345_001_resized.png,960,540
borde_derecho,952,406,598,374,2019_10_26_120345_001_resized.png,960,540
linea_carril,264,494,419,372,2019_10_26_120345_001_resized.png,960,540
linea_carril,750,523,497,388,2019_10_26_120345_001_resized.png,960,540
linea_carril,942,432,606,388,2019_10_26_120345_001_resized.png,960,540
linea_carril,4,429,278,386,2019_10_26_120345_001_resized.png,960,540
borde_izquierdo,1,415,292,379,2019_10_26_120345_002_resized.png,960,540
borde_derecho,953,409,591,374,2019_10_26_120345_002_resized.png,960,540
linea_carril,0,432,295,386,2019_10_26_120345_002_resized.png,960,540
linea_carril,276,491,418,370,2019_10_26_120345_002_resized.png,960,540
linea_carril,754,518,500,389,2019_10_26_120345_002_resized.png,960,540
linea_carril,935,433,592,386,2019_10_26_120345_002_resized.png,960,540
borde_izquierdo,2,417,269,383,2019_10_26_120345_003_resized.png,960,540
borde_derecho,957,409,623,376,2019_10_26_120345_003_resized.png,960,540
linea_carril,265,494,416,372,2019_10_26_120345_003_resized.png,960,540
linea_carril,738,518,490,380,2019_10_26_120345_003_resized.png,960,540
linea_carril,6,429,253,391,2019_10_26_120345_003_resized.png,960,540
linea_carril,942,431,611,388,2019_10_26_120345_003_resized.png,960,540
borde_izquierdo,4,415,263,383,2019_10_26_120345_004_resized.png,960,540
borde_derecho,955,407,630,379,2019_10_26_120345_004_resized.png,960,540
linea_carril,269,492,408,378,2019_10_26_120345_004_resized.png,960,540
linea_carril,751,520,496,383,2019_10_26_120345_004_resized.png,960,540
linea_carril,945,431,619,388,2019_10_26_120345_004_resized.png,960,540
linea_carril,3,430,259,392,2019_10_26_120345_004_resized.png,960,540
borde_izquierdo,1,412,233,384,2019_10_26_120345_005_resized.png,960,540
borde_derecho,953,408,616,377,2019_10_26_120345_005_resized.png,960,540
linea_carril,256,493,408,375,2019_10_26_120345_005_resized.png,960,540
linea_carril,712,519,485,381,2019_10_26_120345_005_resized.png,960,540
linea_carril,934,438,622,393,2019_10_26_120345_005_resized.png,960,540
linea_carril,2,428,231,391,2019_10_26_120345_005_resized.png,960,540
borde_izquierdo,5,415,279,380,2019_10_26_120345_006_resized.png,960,540
borde_derecho,950,405,641,382,2019_10_26_120345_006_resized.png,960,540
linea_carril,245,486,408,376,2019_10_26_120345_006_resized.png,960,540
linea_carril,696,515,482,382,2019_10_26_120345_006_resized.png,960,540
linea_carril,4,426,273,386,2019_10_26_120345_006_resized.png,960,540
