etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,6,380,289,367,2019_10_26_124315_045_resized.png,960,540
borde_derecho,886,478,539,388,2019_10_26_124315_045_resized.png,960,540
linea_carril,233,494,417,367,2019_10_26_124315_045_resized.png,960,540
linea_carril,716,521,472,377,2019_10_26_124315_045_resized.png,960,540
linea_carril,11,435,310,377,2019_10_26_124315_045_resized.png,960,540
borde_izquierdo,4,374,247,371,2019_10_26_124315_046_resized.png,960,540
borde_derecho,895,468,544,388,2019_10_26_124315_046_resized.png,960,540
linea_carril,11,423,322,375,2019_10_26_124315_046_resized.png,960,540
linea_carril,241,491,416,370,2019_10_26_124315_046_resized.png,960,540
linea_carril,700,520,477,380,2019_10_26_124315_046_resized.png,960,540
borde_izquierdo,4,410,347,367,2019_12_01_125635_001_resized.png,960,540
borde_derecho,910,418,578,359,2019_12_01_125635_001_resized.png,960,540
linea_carril,9,426,325,378,2019_12_01_125635_001_resized.png,960,540
linea_carril,283,492,471,360,2019_12_01_125635_001_resized.png,960,540
linea_carril,719,478,533,367,2019_12_01_125635_001_resized.png,960,540
borde_izquierdo,3,407,293,377,2019_12_01_125635_002_resized.png,960,540
borde_derecho,930,393,603,357,2019_12_01_125635_002_resized.png,960,540
linea_carril,2,425,281,385,2019_12_01_125635_002_resized.png,960,540
linea_carril,286,492,463,364,2019_12_01_125635_002_resized.png,960,540
linea_carril,721,483,533,368,2019_12_01_125635_002_resized.png,960,540
linea_carril,916,418,597,365,2019_12_01_125635_002_resized.png,960,540
borde_izquierdo,3,410,326,371,2019_12_01_125635_003_resized.png,960,540
borde_derecho,912,399,610,356,2019_12_01_125635_003_resized.png,960,540
linea_carril,8,427,317,380,2019_12_01_125635_003_resized.png,960,540
linea_carril,298,494,454,374,2019_12_01_125635_003_resized.png,960,540
linea_carril,740,483,538,369,2019_12_01_125635_003_resized.png,960,540
linea_carril,904,417,609,364,2019_12_01_125635_003_resized.png,960,540
borde_izquierdo,4,416,319,374,2019_12_01_125635_004_resized.png,960,540
borde_derecho,944,406,609,356,2019_12_01_125635_004_resized.png,960,540
linea_carril,16,429,357,372,2019_12_01_125635_004_resized.png,960,540
linea_carril,300,497,461,367,2019_12_01_125635_004_resized.png,960,540
linea_carril,744,474,538,367,2019_12_01_125635_004_resized.png,960,540
linea_carril,927,428,617,367,2019_12_01_125635_004_resized.png,960,540
borde_izquierdo,4,417,295,379,2019_12_01_125635_005_resized.png,960,540
borde_derecho,929,397,636,360,2019_12_01_125635_005_resized.png,960,540
linea_carril,19,432,312,383,2019_12_01_125635_005_resized.png,960,540
linea_carril,328,496,458,375,2019_12_01_125635_005_resized.png,960,540
linea_carril,750,478,543,370,2019_12_01_125635_005_resized.png,960,540
linea_carril,921,417,634,367,2019_12_01_125635_005_resized.png,960,540
borde_izquierdo,3,414,280,379,2019_12_01_125635_006_resized.png,960,540
borde_derecho,925,404,598,355,2019_12_01_125635_006_resized.png,960,540
linea_carril,14,429,290,385,2019_12_01_125635_006_resized.png,960,540
linea_carril,328,498,467,364,2019_12_01_125635_006_resized.png,960,540
linea_carril,753,476,542,367,2019_12_01_125635_006_resized.png,960,540
linea_carril,912,425,598,364,2019_12_01_125635_006_resized.png,960,540
borde_izquierdo,4,415,312,377,2019_12_01_125635_007_resized.png,960,540
borde_derecho,924,398,600,353,2019_12_01_125635_007_resized.png,960,540
linea_carril,14,433,295,383,2019_12_01_125635_007_resized.png,960,540
linea_carril,339,496,464,366,2019_12_01_125635_007_resized.png,960,540
linea_carril,746,470,544,371,2019_12_01_125635_007_resized.png,960,540
linea_carril,914,421,595,362,2019_12_01_125635_007_resized.png,960,540
borde_izquierdo,4,413,266,381,2019_12_01_125635_008_resized.png,960,540
borde_derecho,924,398,643,356,2019_12_01_125635_008_resized.png,960,540
linea_carril,11,431,291,382,2019_12_01_125635_008_resized.png,960,540
linea_carril,321,495,451,373,2019_12_01_125635_008_resized.png,960,540
