etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,19,431,367,363,2019_12_01_150643_052_resized.png,960,540
borde_derecho,919,431,605,376,2019_12_01_150643_052_resized.png,960,540
linea_carril,320,491,449,360,2019_12_01_150643_052_resized.png,960,540
linea_carril,693,478,506,365,2019_12_01_150643_052_resized.png,960,540
borde_izquierdo,6,427,337,368,2019_12_01_150643_053_resized.png,960,540
borde_derecho,925,436,612,372,2019_12_01_150643_053_resized.png,960,540
linea_carril,263,497,443,364,2019_12_01_150643_053_resized.png,960,540
linea_carril,661,488,531,381,2019_12_01_150643_053_resized.png,960,540
borde_izquierdo,4,419,313,376,2019_12_01_150643_054_resized.png,960,540
borde_derecho,912,441,615,376,2019_12_01_150643_054_resized.png,960,540
linea_carril,240,501,436,375,2019_12_01_150643_054_resized.png,960,540
linea_carril,651,491,527,378,2019_12_01_150643_054_resized.png,960,540
borde_izquierdo,6,430,309,378,2019_12_01_150643_055_resized.png,960,540
borde_derecho,908,440,613,376,2019_12_01_150643_055_resized.png,960,540
linea_carril,249,500,423,383,2019_12_01_150643_055_resized.png,960,540
linea_carril,646,487,533,381,2019_12_01_150643_055_resized.png,960,540
borde_izquierdo,12,433,309,380,2019_12_01_150643_056_resized.png,960,540
borde_derecho,911,438,592,368,2019_12_01_150643_056_resized.png,960,540
linea_carril,240,498,449,368,2019_12_01_150643_056_resized.png,960,540
linea_carril,650,488,521,371,2019_12_01_150643_056_resized.png,960,540
borde_izquierdo,5,427,312,381,2019_12_01_150643_057_resized.png,960,540
borde_derecho,912,438,646,381,2019_12_01_150643_057_resized.png,960,540
linea_carril,259,497,447,374,2019_12_01_150643_057_resized.png,960,540
linea_carril,665,487,536,378,2019_12_01_150643_057_resized.png,960,540
borde_izquierdo,11,433,307,384,2019_12_01_150643_058_resized.png,960,540
borde_derecho,915,430,619,374,2019_12_01_150643_058_resized.png,960,540
linea_carril,293,494,437,385,2019_12_01_150643_058_resized.png,960,540
linea_carril,686,484,552,385,2019_12_01_150643_058_resized.png,960,540
borde_izquierdo,17,437,314,383,2019_12_01_150643_059_resized.png,960,540
borde_derecho,911,432,644,381,2019_12_01_150643_059_resized.png,960,540
linea_carril,304,497,445,381,2019_12_01_150643_059_resized.png,960,540
linea_carril,702,488,545,380,2019_12_01_150643_059_resized.png,960,540
borde_izquierdo,25,441,323,386,2019_12_01_150643_060_resized.png,960,540
borde_derecho,913,434,637,377,2019_12_01_150643_060_resized.png,960,540
linea_carril,310,494,443,388,2019_12_01_150643_060_resized.png,960,540
linea_carril,687,488,555,394,2019_12_01_150643_060_resized.png,960,540
borde_izquierdo,14,435,335,373,2019_12_01_150643_061_resized.png,960,540
borde_derecho,916,419,660,377,2019_12_01_150643_061_resized.png,960,540
linea_carril,286,498,431,386,2019_12_01_150643_061_resized.png,960,540
linea_carril,671,489,544,381,2019_12_01_150643_061_resized.png,960,540
borde_izquierdo,16,434,344,376,2019_12_01_150643_062_resized.png,960,540
