etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,4,401,341,367,2019_10_26_121147_037_resized.png,960,540
borde_derecho,937,408,552,371,2019_10_26_121147_037_resized.png,960,540
linea_carril,298,495,428,367,2019_10_26_121147_037_resized.png,960,540
linea_carril,4,425,309,379,2019_10_26_121147_037_resized.png,960,540
linea_carril,935,434,621,390,2019_10_26_121147_037_resized.png,960,540
linea_carril,798,519,510,385,2019_10_26_121147_037_resized.png,960,540
linea_emergencia,94,475,362,381,2019_10_26_121147_037_resized.png,960,540
borde_izquierdo,4,404,341,366,2019_10_26_121147_038_resized.png,960,540
borde_derecho,945,409,595,378,2019_10_26_121147_038_resized.png,960,540
linea_carril,3,427,288,382,2019_10_26_121147_038_resized.png,960,540
linea_carril,297,494,418,375,2019_10_26_121147_038_resized.png,960,540
linea_carril,788,524,502,388,2019_10_26_121147_038_resized.png,960,540
linea_carril,932,440,599,391,2019_10_26_121147_038_resized.png,960,540
linea_emergencia,96,471,358,382,2019_10_26_121147_038_resized.png,960,540
borde_izquierdo,3,399,310,367,2019_10_26_121147_039_resized.png,960,540
borde_derecho,949,408,619,379,2019_10_26_121147_039_resized.png,960,540
linea_carril,4,419,290,379,2019_10_26_121147_039_resized.png,960,540
linea_carril,259,494,403,377,2019_10_26_121147_039_resized.png,960,540
linea_carril,741,522,493,387,2019_10_26_121147_039_resized.png,960,540
linea_carril,939,433,610,388,2019_10_26_121147_039_resized.png,960,540
linea_emergencia,53,466,336,383,2019_10_26_121147_039_resized.png,960,540
borde_izquierdo,4,392,288,364,2019_10_26_121147_040_resized.png,960,540
borde_derecho,949,404,641,381,2019_10_26_121147_040_resized.png,960,540
linea_carril,1,408,285,372,2019_10_26_121147_040_resized.png,960,540
linea_carril,204,485,376,382,2019_10_26_121147_040_resized.png,960,540
linea_carril,634,512,480,387,2019_10_26_121147_040_resized.png,960,540
linea_carril,922,442,619,393,2019_10_26_121147_040_resized.png,960,540
linea_emergencia,7,455,323,380,2019_10_26_121147_040_resized.png,960,540
borde_izquierdo,4,386,289,365,2019_10_26_121147_041_resized.png,960,540
borde_derecho,956,404,626,374,2019_10_26_121147_041_resized.png,960,540
linea_carril,3,398,267,373,2019_10_26_121147_041_resized.png,960,540
linea_carril,142,477,372,374,2019_10_26_121147_041_resized.png,960,540
linea_carril,574,505,471,381,2019_10_26_121147_041_resized.png,960,540
linea_carril,923,446,619,388,2019_10_26_121147_041_resized.png,960,540
linea_emergencia,4,440,332,374,2019_10_26_121147_041_resized.png,960,540
borde_izquierdo,4,386,277,367,2019_10_26_121147_042_resized.png,960,540
borde_derecho,949,416,602,375,2019_10_26_121147_042_resized.png,960,540
linea_carril,3,398,292,374,2019_10_26_121147_042_resized.png,960,540
linea_carril,106,472,375,382,2019_10_26_121147_042_resized.png,960,540
linea_carril,557,506,478,385,2019_10_26_121147_042_resized.png,960,540
linea_carril,912,454,601,387,2019_10_26_121147_042_resized.png,960,540
linea_emergencia,4,431,347,376,2019_10_26_121147_042_resized.png,960,540
borde_izquierdo,1,381,284,370,2019_10_26_121147_043_resized.png,960,540
borde_derecho,953,419,628,382,2019_10_26_121147_043_resized.png,960,540
linea_carril,4,395,270,378,2019_10_26_121147_043_resized.png,960,540
linea_carril,148,473,385,385,2019_10_26_121147_043_resized.png,960,540
linea_carril,584,507,489,388,2019_10_26_121147_043_resized.png,960,540
linea_carril,916,451,626,395,2019_10_26_121147_043_resized.png,960,540
linea_emergencia,4,439,317,385,2019_10_26_121147_043_resized.png,960,540
borde_izquierdo,2,389,292,371,2019_10_26_121147_044_resized.png,960,540
borde_derecho,959,411,632,380,2019_10_26_121147_044_resized.png,960,540
linea_carril,170,480,379,388,2019_10_26_121147_044_resized.png,960,540
linea_carril,597,507,490,388,2019_10_26_121147_044_resized.png,960,540
linea_carril,3,403,273,381,2019_10_26_121147_044_resized.png,960,540
linea_carril,930,440,622,391,2019_10_26_121147_044_resized.png,960,540
linea_emergencia,6,453,326,384,2019_10_26_121147_044_resized.png,960,540
borde_izquierdo,1,384,271,374,2019_10_26_121147_045_resized.png,960,540
borde_derecho,956,406,607,378,2019_10_26_121147_045_resized.png,960,540
