etiqueta,x1,y1,x2,y2,imagen,w,h
borde_izquierdo,24,394,318,343,re_2021_06_02_195250_001.png,960,540
linea_carril,35,404,339,342,re_2021_06_02_195250_001.png,960,540
linea_emergencia,348,355,72,427,re_2021_06_02_195250_001.png,960,540
linea_carril,402,358,221,479,re_2021_06_02_195250_001.png,960,540
linea_carril,505,359,660,475,re_2021_06_02_195250_001.png,960,540
linea_carril,786,401,539,344,re_2021_06_02_195250_001.png,960,540
borde_derecho,789,369,550,336,re_2021_06_02_195250_001.png,960,540
borde_izquierdo,28,390,302,344,re_2021_06_02_195250_002.png,960,540
linea_carril,34,401,337,343,re_2021_06_02_195250_002.png,960,540
linea_emergencia,364,348,75,430,re_2021_06_02_195250_002.png,960,540
linea_carril,400,358,210,476,re_2021_06_02_195250_002.png,960,540
linea_carril,508,359,650,470,re_2021_06_02_195250_002.png,960,540
linea_carril,790,403,547,345,re_2021_06_02_195250_002.png,960,540
borde_derecho,787,370,561,338,re_2021_06_02_195250_002.png,960,540
borde_izquierdo,22,392,262,353,re_2021_06_02_195250_003.png,960,540
borde_derecho,784,370,574,341,re_2021_06_02_195250_003.png,960,540
linea_carril,32,401,290,353,re_2021_06_02_195250_003.png,960,540
linea_carril,187,481,406,349,re_2021_06_02_195250_003.png,960,540
linea_carril,647,473,488,351,re_2021_06_02_195250_003.png,960,540
linea_carril,784,403,541,344,re_2021_06_02_195250_003.png,960,540
linea_emergencia,75,433,355,348,re_2021_06_02_195250_003.png,960,540
borde_izquierdo,27,391,310,344,re_2021_06_02_195250_004.png,960,540
linea_carril,32,401,331,346,re_2021_06_02_195250_004.png,960,540
linea_emergencia,75,431,348,356,re_2021_06_02_195250_004.png,960,540
linea_carril,194,478,408,352,re_2021_06_02_195250_004.png,960,540
linea_carril,642,471,486,348,re_2021_06_02_195250_004.png,960,540
linea_carril,798,407,537,343,re_2021_06_02_195250_004.png,960,540
borde_derecho,781,370,528,331,re_2021_06_02_195250_004.png,960,540
borde_izquierdo,25,394,263,353,re_2021_06_02_195250_005.png,960,540
linea_carril,35,404,319,351,re_2021_06_02_195250_005.png,960,540
linea_emergencia,85,435,347,356,re_2021_06_02_195250_005.png,960,540
linea_carril,214,479,408,351,re_2021_06_02_195250_005.png,960,540
linea_carril,494,354,636,474,re_2021_06_02_195250_005.png,960,540
linea_carril,801,408,542,347,re_2021_06_02_195250_005.png,960,540
borde_derecho,775,374,575,343,re_2021_06_02_195250_005.png,960,540
borde_izquierdo,23,390,312,339,re_2021_06_02_195250_006.png,960,540
borde_derecho,774,372,563,337,re_2021_06_02_195250_006.png,960,540
linea_carril,32,397,316,346,re_2021_06_02_195250_006.png,960,540
linea_carril,406,347,209,474,re_2021_06_02_195250_006.png,960,540
linea_carril,474,341,629,467,re_2021_06_02_195250_006.png,960,540
linea_carril,783,401,524,338,re_2021_06_02_195250_006.png,960,540
linea_emergencia,78,427,345,351,re_2021_06_02_195250_006.png,960,540
borde_izquierdo,22,390,317,342,re_2021_06_02_195250_007.png,960,540
linea_carril,333,345,27,396,re_2021_06_02_195250_007.png,960,540
linea_carril,413,346,224,476,re_2021_06_02_195250_007.png,960,540
linea_carril,635,471,485,348,re_2021_06_02_195250_007.png,960,540
linea_carril,798,408,531,342,re_2021_06_02_195250_007.png,960,540
borde_derecho,784,367,543,334,re_2021_06_02_195250_007.png,960,540
linea_emergencia,353,351,90,436,re_2021_06_02_195250_007.png,960,540
borde_izquierdo,25,396,324,342,re_2021_06_02_195250_008.png,960,540
linea_emergencia,351,353,81,429,re_2021_06_02_195250_008.png,960,540
linea_carril,397,359,203,478,re_2021_06_02_195250_008.png,960,540
linea_carril,504,361,630,470,re_2021_06_02_195250_008.png,960,540
linea_carril,796,403,535,344,re_2021_06_02_195250_008.png,960,540
borde_derecho,806,372,569,340,re_2021_06_02_195250_008.png,960,540
borde_izquierdo,18,394,288,349,re_2021_06_02_195250_009.png,960,540
linea_carril,32,403,307,350,re_2021_06_02_195250_009.png,960,540
linea_carril,191,480,405,355,re_2021_06_02_195250_009.png,960,540
linea_carril,501,356,669,473,re_2021_06_02_195250_009.png,960,540
linea_carril,802,407,544,346,re_2021_06_02_195250_009.png,960,540
linea_emergencia,79,431,369,347,re_2021_06_02_195250_009.png,960,540
borde_derecho,798,376,602,349,re_2021_06_02_195250_009.png,960,540
borde_izquierdo,22,391,261,351,re_2021_06_02_195250_010.png,960,540
borde_derecho,790,375,606,349,re_2021_06_02_195250_010.png,960,540
linea_carril,33,403,312,347,re_2021_06_02_195250_010.png,960,540
linea_carril,206,481,415,348,re_2021_06_02_195250_010.png,960,540
linea_carril,653,471,499,351,re_2021_06_02_195250_010.png,960,540
linea_carril,794,402,543,345,re_2021_06_02_195250_010.png,960,540
linea_emergencia,81,434,381,342,re_2021_06_02_195250_010.png,960,540
borde_izquierdo,186,367,334,339,re_2021_06_02_195250_011.png,960,540
linea_carril,191,376,371,335,re_2021_06_02_195250_011.png,960,540
linea_carril,230,477,424,346,re_2021_06_02_195250_011.png,960,540
linea_carril,667,470,499,349,re_2021_06_02_195250_011.png,960,540
linea_carril,790,399,543,343,re_2021_06_02_195250_011.png,960,540
borde_derecho,775,369,594,344,re_2021_06_02_195250_011.png,960,540
linea_emergencia,193,407,390,342,re_2021_06_02_195250_011.png,960,540
linea_carril,228,481,436,346,re_2021_06_02_195250_012.png,960,540
linea_carril,491,341,666,473,re_2021_06_02_195250_012.png,960,540
linea_carril,810,406,556,346,re_2021_06_02_195250_012.png,960,540
borde_derecho,808,382,591,346,re_2021_06_02_195250_012.png,960,540
linea_emergencia,286,381,397,342,re_2021_06_02_195250_012.png,960,540
linea_carril,284,359,399,335,re_2021_06_02_195250_012.png,960,540
linea_carril,459,336,263,476,re_2021_06_02_195250_013.png,960,540
linea_carril,501,337,679,469,re_2021_06_02_195250_013.png,960,540
linea_carril,809,403,552,342,re_2021_06_02_195250_013.png,960,540
borde_derecho,805,378,576,339,re_2021_06_02_195250_013.png,960,540
borde_izquierdo,35,400,172,371,re_2021_06_02_195250_013.png,960,540
linea_carril,464,334,275,477,re_2021_06_02_195250_014.png,960,540
linea_carril,501,335,694,469,re_2021_06_02_195250_014.png,960,540
linea_carril,802,399,559,342,re_2021_06_02_195250_014.png,960,540
linea_carril,266,368,65,406,re_2021_06_02_195250_014.png,960,540
borde_izquierdo,265,361,34,401,re_2021_06_02_195250_014.png,960,540
borde_derecho,807,377,604,342,re_2021_06_02_195250_014.png,960,540
linea_carril,462,340,288,482,re_2021_06_02_195250_015.png,960,540
linea_carril,727,474,514,345,re_2021_06_02_195250_015.png,960,540
linea_carril,793,391,559,342,re_2021_06_02_195250_015.png,960,540
linea_emergencia,328,379,177,427,re_2021_06_02_195250_015.png,960,540
linea_carril,302,365,194,387,re_2021_06_02_195250_015.png,960,540
borde_izquierdo,200,376,302,357,re_2021_06_02_195250_015.png,960,540
borde_derecho,787,366,580,339,re_2021_06_02_195250_015.png,960,540
linea_carril,59,418,330,356,re_2021_06_02_195250_016.png,960,540
linea_carril,463,338,315,479,re_2021_06_02_195250_016.png,960,540
linea_carril,740,468,511,340,re_2021_06_02_195250_016.png,960,540
linea_carril,801,392,577,345,re_2021_06_02_195250_016.png,960,540
linea_emergencia,371,363,129,459,re_2021_06_02_195250_016.png,960,540
